"id","host_response_rate","host_response_time","host_is_superhost","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","bed_type","price","weekly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","has_availability","last_review","review_scores_rating","instant_bookable","cancellation_policy","profit","days_listed"
"1427103","100%","within an hour",FALSE,"Other neighborhoods","Bungalow","Entire home/apt",4,1,1,"Real Bed","92.00",NA,"$100.00","$60.00",2,"$10.00",1,TRUE,2020-03-20,94,FALSE,"strict_14_with_grace_period",1575,21
"1472532","73%","within a day",TRUE,"Downtown","Apartment","Entire home/apt",3,1,1,"Real Bed","80.00","$1,100.00","$0.00","$35.00",2,"$30.00",30,TRUE,2020-02-28,95,TRUE,"strict_14_with_grace_period",7280,91
"1483944","100%","within a few hours",TRUE,"Other neighborhoods","House","Private room",6,1,1,"Real Bed","75.00","$637.00","$0.00","$30.00",2,"$10.00",2,TRUE,2020-03-15,95,FALSE,"moderate",5853,167
"1488166","100%","within an hour",TRUE,"Ballard","House","Entire home/apt",10,2,3,"Real Bed","495.00",NA,"$800.00","$300.00",8,"$25.00",7,TRUE,2020-06-04,98,TRUE,"moderate",36285,123
"1494828","100%","within an hour",TRUE,"Cascade","Apartment","Entire home/apt",4,1,2,"Real Bed","138.00","$805.00","$500.00","$115.00",3,"$15.00",30,TRUE,2020-03-30,98,TRUE,"strict_14_with_grace_period",23766,167
"1494986","100%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1.5,1,"Real Bed","125.00","$925.00","$500.00","$110.00",2,"$10.00",30,TRUE,2020-03-23,99,FALSE,"strict_14_with_grace_period",12800,97
"1520581","100%","within a day",FALSE,"Capitol Hill","House","Shared room",1,0.5,1,"Real Bed","39.00","$349.00","$350.00","$75.00",1,"$75.00",30,TRUE,2020-03-20,96,FALSE,"strict_14_with_grace_period",70,1
"1546870","100%","within an hour",TRUE,"Other neighborhoods","Townhouse","Entire home/apt",4,1.5,2,"Real Bed","75.00",NA,"$0.00","$95.00",1,"$0.00",30,TRUE,2020-06-03,99,FALSE,"flexible",16658,158
"1556170","100%","within an hour",FALSE,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","75.00",NA,"$200.00","$125.00",2,"$25.00",30,TRUE,2020-06-02,94,FALSE,"strict_14_with_grace_period",5453,80
"1561256","100%","within a few hours",TRUE,"Northgate","House","Private room",2,1,0,"Futon","65.00","$275.00","$0.00","$25.00",1,"$5.00",3,TRUE,2020-03-12,97,TRUE,"flexible",6206,167
"1562643","89%","within an hour",TRUE,"Capitol Hill","House","Entire home/apt",6,3.5,4,"Real Bed","260.00",NA,"$500.00","$150.00",6,"$25.00",3,TRUE,2020-02-17,94,FALSE,"strict_14_with_grace_period",5980,23
"1579615","100%","within an hour",TRUE,"Ballard","House","Entire home/apt",4,1,1,"Real Bed","144.00","$590.00","$100.00","$60.00",2,"$5.00",1,TRUE,2020-05-29,99,TRUE,"flexible",3778,25
"1588658","100%","within an hour",TRUE,"University District","Apartment","Entire home/apt",5,1,2,"Real Bed","140.00",NA,"$200.00","$150.00",6,"$0.00",2,TRUE,2020-05-09,99,FALSE,"flexible",6331,34
"1588941","100%","within a day",TRUE,"Ballard","Guest suite","Private room",2,1,1,"Real Bed","86.00",NA,"$100.00","$20.00",1,"$0.00",2,TRUE,2020-03-08,99,FALSE,"strict_14_with_grace_period",3508,41
"1589681","100%","within an hour",FALSE,"Ballard","Guesthouse","Entire home/apt",2,1,0,"Pull-out Sofa","69.00",NA,"$500.00","$20.00",2,"$25.00",1,TRUE,2020-03-14,93,TRUE,"flexible",796,12
"1603408","89%","within an hour",FALSE,"University District","Apartment","Entire home/apt",4,1,1,"Real Bed","89.00","$695.00","$100.00","$60.00",1,"$20.00",30,TRUE,2020-02-21,88,FALSE,"moderate",9483,76
"1614502","N/A","N/A",TRUE,"Central Area","House","Private room",3,1,1,"Real Bed","75.00",NA,"$0.00","$35.00",2,"$30.00",2,TRUE,2020-03-16,98,FALSE,"strict_14_with_grace_period",7610,88
"1684236","83%","within a day",TRUE,"Downtown","Condominium","Entire home/apt",2,1,1,"Real Bed","60.00",NA,"$200.00","$60.00",1,"$0.00",10,TRUE,2020-03-25,98,TRUE,"moderate",5280,88
"1696015","90%","within a few hours",FALSE,"Magnolia","House","Entire home/apt",8,2,3,"Real Bed","375.00",NA,"$995.00","$225.00",1,"$0.00",3,TRUE,2020-03-15,94,FALSE,"strict_14_with_grace_period",37500,94
"1716901","100%","within a few hours",TRUE,"Capitol Hill","Apartment","Entire home/apt",4,1,1,"Real Bed","81.00","$500.00","$125.00","$25.00",2,"$30.00",3,TRUE,2020-03-10,98,FALSE,"moderate",11530,167
"1732441","100%","within a few hours",TRUE,"Delridge","House","Entire home/apt",3,1,1,"Real Bed","85.00","$500.00","$0.00","$20.00",2,"$25.00",2,TRUE,2020-03-15,98,FALSE,"strict_14_with_grace_period",11560,136
"1763809","100%","within an hour",TRUE,"Central Area","House","Private room",2,2.5,1,"Real Bed","77.00","$450.00","$0.00","$0.00",1,"$25.00",2,TRUE,2020-03-13,97,FALSE,"moderate",11163,165
"1772119","100%","within an hour",TRUE,"Central Area","House","Private room",2,2,1,"Real Bed","58.00","$430.00","$200.00","$30.00",1,"$0.00",2,TRUE,2020-01-12,100,FALSE,"flexible",10108,166
"1775016","89%","within an hour",TRUE,"Capitol Hill","House","Private room",2,1.5,1,"Real Bed","79.00",NA,"$150.00","$30.00",1,"$0.00",1,TRUE,2020-03-10,96,FALSE,"moderate",2061,23
"1781723","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,2,"Real Bed","57.00","$400.00",NA,NA,2,"$0.00",1,TRUE,2020-02-21,98,FALSE,"moderate",13691,167
"1796861","100%","within an hour",FALSE,"Other neighborhoods","House","Entire home/apt",6,1.5,3,"Real Bed","299.00","$2,100.00","$1,000.00","$150.00",6,"$50.00",30,TRUE,2020-05-25,98,TRUE,"strict_14_with_grace_period",53523,167
"1802663","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,1,"Real Bed","100.00","$600.00","$150.00","$60.00",2,"$35.00",2,TRUE,2020-06-05,98,FALSE,"moderate",3250,28
"1820794","100%","within an hour",TRUE,"Queen Anne","Guest suite","Entire home/apt",2,1,0,"Real Bed","130.00","$725.00","$0.00","$0.00",2,"$25.00",2,TRUE,2020-06-08,99,FALSE,"moderate",9779,85
"1826155","100%","within an hour",TRUE,"Central Area","House","Private room",2,3,1,"Real Bed","111.00","$850.00","$200.00","$30.00",2,"$0.00",2,TRUE,2020-02-21,100,FALSE,"strict_14_with_grace_period",19209,167
"1836106","100%","within an hour",FALSE,"Rainier Valley","Guest suite","Entire home/apt",2,1,1,"Real Bed","100.00",NA,NA,"$40.00",1,"$0.00",2,TRUE,2020-01-03,95,TRUE,"moderate",1100,11
"1872885","N/A","N/A",FALSE,"Beacon Hill","Townhouse","Private room",1,1,1,"Real Bed","90.00","$550.00","$300.00","$120.00",1,"$0.00",7,TRUE,2020-03-01,95,FALSE,"moderate",3975,53
"1928010","89%","within an hour",TRUE,"Capitol Hill","House","Private room",2,1.5,1,"Real Bed","82.00",NA,"$150.00","$30.00",2,"$49.00",1,TRUE,2020-06-16,96,FALSE,"moderate",1335,15
"1956094","100%","within a day",TRUE,"Ballard","House","Private room",4,1,1,"Real Bed","65.00",NA,"$0.00","$0.00",2,"$12.00",1,TRUE,2020-03-04,96,TRUE,"moderate",12010,166
"1976382","92%","within a few hours",FALSE,"Capitol Hill","Apartment","Entire home/apt",4,1,1,"Real Bed","119.00","$890.00","$200.00","$99.00",1,"$0.00",1,TRUE,2020-03-15,96,FALSE,"strict_14_with_grace_period",4200,30
"1978743","100%","within an hour",TRUE,"Central Area","House","Private room",2,3,1,"Real Bed","87.00","$600.00","$200.00","$30.00",1,"$0.00",2,TRUE,2020-03-27,100,FALSE,"strict_14_with_grace_period",15009,167
"2026794","100%","within an hour",FALSE,"Other neighborhoods","Cottage","Private room",2,1,1,"Real Bed","49.00",NA,"$0.00","$15.00",1,"$10.00",30,TRUE,2020-03-06,93,TRUE,"moderate",3888,78
"2032805","100%","within an hour",TRUE,"Central Area","House","Private room",2,2,1,"Real Bed","70.00","$485.00","$200.00","$30.00",1,"$0.00",2,TRUE,2020-02-17,100,FALSE,"strict_14_with_grace_period",12170,167
"2033191","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,2,"Real Bed","180.00",NA,NA,"$48.00",2,"$10.00",3,TRUE,2020-03-01,100,FALSE,"moderate",20830,109
"2069917","100%","within an hour",FALSE,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"Real Bed","89.00",NA,"$200.00","$125.00",2,"$25.00",3,TRUE,2020-03-26,94,FALSE,"strict_14_with_grace_period",3103,45
"2150760","100%","within an hour",TRUE,"Seward Park","Guesthouse","Entire home/apt",2,1,0,"Real Bed","100.00",NA,"$250.00","$50.00",2,"$10.00",1,TRUE,2020-04-27,95,FALSE,"flexible",5829,86
"2191161","39%","a few days or more",FALSE,"Downtown","Apartment","Entire home/apt",6,2,2,"Real Bed","999.00",NA,"$0.00","$99.00",1,"$0.00",2,TRUE,2020-03-15,89,TRUE,"strict_14_with_grace_period",999,1
"2191633","39%","a few days or more",FALSE,"Downtown","Apartment","Entire home/apt",6,2,2,"Real Bed","999.00",NA,"$0.00","$99.00",1,"$0.00",2,TRUE,2020-02-25,90,TRUE,"strict_14_with_grace_period",3100,10
"2197168","100%","within an hour",TRUE,"Beacon Hill","Cottage","Entire home/apt",4,1,2,"Real Bed","115.00","$875.00","$250.00","$95.00",2,"$0.00",3,TRUE,2020-06-03,99,FALSE,"moderate",10645,81
"2197982","100%","within an hour",TRUE,"Northgate","Guesthouse","Entire home/apt",2,1,0,"Real Bed","80.00","$500.00","$150.00","$60.00",2,"$10.00",2,TRUE,2020-02-23,99,FALSE,"moderate",7575,101
"2267862","100%","within an hour",TRUE,"Ballard","House","Entire home/apt",2,1,1,"Real Bed","130.00",NA,"$0.00","$50.00",1,"$0.00",2,TRUE,2020-06-08,97,TRUE,"flexible",5307,46
"2297917","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,1,"Real Bed","80.00","$800.00","$0.00","$50.00",2,"$25.00",2,TRUE,2020-02-24,97,FALSE,"strict_14_with_grace_period",7025,75
"2298775","100%","within a few hours",TRUE,"Lake City","House","Private room",2,1,1,"Real Bed","60.00","$340.00","$0.00","$10.00",1,"$10.00",1,TRUE,2020-03-29,95,FALSE,"moderate",2220,37
"2391699","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",1,1,1,"Real Bed","52.00","$365.00","$0.00","$25.00",1,"$22.00",2,TRUE,2020-03-08,99,FALSE,"strict_14_with_grace_period",6114,127
"2396734","100%","within an hour",TRUE,"Ballard","Apartment","Entire home/apt",4,1,4,"Real Bed","164.00",NA,"$100.00","$120.00",4,"$5.00",2,TRUE,2020-05-29,99,TRUE,"flexible",25615,149
"2441908","100%","within an hour",TRUE,"Ballard","Cottage","Entire home/apt",5,1,2,"Real Bed","116.00","$690.00","$0.00","$75.00",4,"$10.00",3,TRUE,2020-06-17,99,TRUE,"flexible",6268,66
"2446384","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","60.00","$250.00","$0.00","$30.00",2,"$25.00",1,TRUE,2020-01-03,98,TRUE,"moderate",6000,100
"2471659","100%","within an hour",TRUE,"Rainier Valley","Guesthouse","Entire home/apt",2,1,1,"Real Bed","85.00","$600.00","$100.00","$25.00",1,"$0.00",2,TRUE,2020-03-01,97,TRUE,"moderate",4429,58
"2474569","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","65.00","$400.00",NA,NA,2,"$15.00",1,TRUE,2020-04-13,93,FALSE,"moderate",845,13
"2481869","100%","within a few hours",TRUE,"Queen Anne","Guesthouse","Entire home/apt",4,1,1,"Real Bed","199.00","$1,000.00","$0.00","$50.00",1,"$0.00",1,TRUE,2020-04-20,98,TRUE,"moderate",7164,36
"2486612","N/A","N/A",FALSE,"Beacon Hill","Apartment","Entire home/apt",5,1,1,"Real Bed","100.00",NA,"$0.00","$30.00",2,"$10.00",1,TRUE,2020-03-19,93,FALSE,"flexible",6101,71
"2516391","100%","within an hour",TRUE,"Cascade","Bungalow","Entire home/apt",2,1,1,"Real Bed","155.00","$900.00","$300.00","$85.00",2,"$20.00",2,TRUE,2020-06-12,99,FALSE,"strict_14_with_grace_period",15047,126
"2522091","90%","within an hour",TRUE,"West Seattle","Apartment","Entire home/apt",2,1,1,"Real Bed","175.00",NA,"$1,000.00","$60.00",2,"$25.00",3,TRUE,2020-06-10,99,TRUE,"strict_14_with_grace_period",4730,34
"2536507","100%","within an hour",TRUE,"West Seattle","Guest suite","Entire home/apt",2,1,0,"Real Bed","79.00",NA,"$300.00","$50.00",1,"$0.00",30,TRUE,2020-06-03,98,FALSE,"strict_14_with_grace_period",754,4
"2578855","N/A","N/A",TRUE,"Other neighborhoods","Apartment","Entire home/apt",3,1,1,"Real Bed","95.00","$660.00","$0.00","$15.00",2,"$15.00",2,TRUE,2020-03-02,99,FALSE,"moderate",3330,34
"2586350","100%","within an hour",FALSE,"Rainier Valley","House","Entire home/apt",6,1,1,"Real Bed","85.00","$700.00","$500.00","$60.00",2,"$20.00",2,TRUE,2020-01-20,94,FALSE,"strict_14_with_grace_period",1205,13
"2586642","100%","within a few hours",FALSE,"Interbay","Guest suite","Entire home/apt",4,1,2,"Real Bed","135.00","$1,200.00","$2,000.00","$150.00",2,"$0.00",2,TRUE,2020-04-20,92,FALSE,"strict_14_with_grace_period",1960,11
"2593176","100%","within an hour",TRUE,"Central Area","House","Private room",2,2.5,1,"Real Bed","63.00","$400.00","$0.00","$0.00",1,"$25.00",2,TRUE,2020-03-11,96,FALSE,"moderate",11282,158
"2593263","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",8,2.5,4,"Real Bed","348.00","$500.00","$0.00","$0.00",2,"$40.00",2,TRUE,2020-04-28,97,FALSE,"strict_14_with_grace_period",22236,145
"2612399","100%","within a few hours",TRUE,"Central Area","Cottage","Entire home/apt",2,1,0,"Real Bed","76.00",NA,"$0.00","$0.00",1,"$0.00",4,TRUE,2020-03-25,100,FALSE,"flexible",2844,36
"2614387","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","64.00","$499.00","$0.00","$27.00",2,"$22.00",3,TRUE,2020-03-08,99,FALSE,"moderate",7796,120
"2620429","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",6,2,2,"Real Bed","145.00",NA,"$0.00","$110.00",1,"$0.00",3,TRUE,2020-05-29,99,TRUE,"moderate",7463,60
"2642359","100%","within an hour",TRUE,"Other neighborhoods","Loft","Private room",4,1,1,"Real Bed","44.00",NA,NA,"$18.00",1,"$12.00",1,TRUE,2020-01-28,94,FALSE,"flexible",5175,114
"2652941","100%","within an hour",TRUE,"West Seattle","Guest suite","Entire home/apt",2,1,1,"Real Bed","80.00","$630.00","$300.00","$50.00",1,"$0.00",1,TRUE,2020-06-01,96,TRUE,"flexible",726,12
"2670365","100%","within an hour",TRUE,"Capitol Hill","House","Private room",2,1.5,1,"Real Bed","57.00","$759.00","$0.00","$60.00",2,"$20.00",30,TRUE,2020-05-02,98,TRUE,"flexible",2970,24
"2686374","100%","within an hour",TRUE,"Ballard","Townhouse","Entire home/apt",7,1.5,3,"Real Bed","169.00","$1,300.00","$0.00","$35.00",4,"$20.00",30,TRUE,2020-04-19,97,TRUE,"strict_14_with_grace_period",1501,7
"2692126","80%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",2,1,1,"Real Bed","95.00","$700.00","$350.00","$85.00",2,"$25.00",30,TRUE,2020-03-09,98,TRUE,"strict_14_with_grace_period",1104,12
"2693700","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","95.00","$800.00",NA,"$50.00",1,"$0.00",2,TRUE,2020-06-03,98,TRUE,"moderate",985,9
"2710274","100%","within an hour",FALSE,"Other neighborhoods","Cottage","Private room",2,1,1,"Real Bed","52.00",NA,"$0.00","$15.00",1,"$10.00",30,TRUE,2020-02-01,94,TRUE,"moderate",8828,167
"2721575","100%","within an hour",TRUE,"Rainier Valley","Apartment","Entire home/apt",2,1,1,"Real Bed","86.00","$595.00","$125.00","$45.00",2,"$0.00",2,TRUE,2020-03-20,98,TRUE,"strict_14_with_grace_period",5412,58
"2723368","100%","within a day",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","55.00","$300.00","$0.00","$18.00",1,"$0.00",30,TRUE,2020-03-10,98,FALSE,"flexible",2300,46
"2727808","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",2,1,0,"Real Bed","95.00",NA,"$200.00","$75.00",1,"$0.00",3,TRUE,2020-04-03,99,FALSE,"strict_14_with_grace_period",7740,73
"2731253","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","179.00","$714.00","$400.00",NA,2,"$20.00",3,TRUE,2020-02-17,99,FALSE,"moderate",567,3
"2755730","100%","within an hour",TRUE,"Other neighborhoods","Apartment","Entire home/apt",6,1,3,"Real Bed","220.00",NA,"$500.00","$60.00",4,"$40.00",2,TRUE,2020-04-13,98,FALSE,"flexible",3625,20
"2760312","100%","within an hour",TRUE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","150.00","$695.00","$150.00","$40.00",2,"$25.00",2,TRUE,2020-05-25,99,TRUE,"strict_14_with_grace_period",11340,73
"2809796","100%","within an hour",FALSE,"Delridge","Guesthouse","Entire home/apt",4,1,0,"Real Bed","69.00","$650.00","$500.00","$50.00",4,"$25.00",1,TRUE,2020-05-30,97,TRUE,"moderate",4450,50
"2923529","100%","within an hour",TRUE,"Queen Anne","Condominium","Entire home/apt",4,1,1,"Real Bed","100.00","$1,000.00","$500.00","$75.00",2,"$20.00",2,TRUE,2020-05-28,99,FALSE,"moderate",8490,55
"2935486","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",4,2,2,"Real Bed","300.00","$1,700.00","$400.00","$45.00",4,"$30.00",1,TRUE,2020-03-16,96,FALSE,"flexible",10050,33
"2943860","100%","within an hour",TRUE,"Downtown","Apartment","Entire home/apt",6,2,1,"Real Bed","195.00","$1,225.00","$250.00","$135.00",1,"$0.00",3,TRUE,2020-02-16,95,TRUE,"moderate",6639,34
"2976798","100%","within a few hours",TRUE,"Other neighborhoods","House","Private room",2,1,2,"Real Bed","65.00","$450.00","$500.00","$20.00",2,"$10.00",30,TRUE,2020-03-01,98,FALSE,"flexible",1105,17
"2989758","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",4,1,2,"Real Bed","130.00",NA,NA,"$80.00",2,"$10.00",2,TRUE,2020-05-25,97,FALSE,"strict_14_with_grace_period",14334,109
"2994309","100%","within an hour",FALSE,"Other neighborhoods","Apartment","Entire home/apt",6,1,2,"Real Bed","135.00","$900.00","$200.00","$100.00",2,"$15.00",3,TRUE,2020-06-15,98,FALSE,"moderate",580,4
"2995996","100%","within a day",FALSE,"Central Area","House","Entire home/apt",6,2,3,"Real Bed","225.00","$1,077.00","$100.00","$70.00",3,"$25.00",4,TRUE,2020-04-05,96,FALSE,"flexible",30362,105
"2998728","100%","within an hour",TRUE,"Queen Anne","House","Entire home/apt",8,2,4,"Real Bed","300.00",NA,"$300.00","$150.00",1,"$0.00",3,TRUE,2020-05-10,100,TRUE,"moderate",20406,58
"3017298","100%","within a few hours",TRUE,"Other neighborhoods","House","Private room",1,1,1,"Real Bed","30.00","$150.00","$100.00","$50.00",1,"$25.00",30,TRUE,2020-01-01,98,FALSE,"strict_14_with_grace_period",5412,166
"3022564","94%","within an hour",TRUE,"Rainier Valley","Guesthouse","Entire home/apt",2,1,0,"Real Bed","89.00",NA,"$100.00","$35.00",1,"$0.00",1,TRUE,2020-05-31,98,TRUE,"moderate",1645,21
"3038772","N/A","N/A",TRUE,"Ballard","Townhouse","Private room",2,1,1,"Real Bed","60.00",NA,"$100.00","$30.00",1,"$10.00",2,TRUE,2020-03-16,98,FALSE,"moderate",2190,33
"3040278","100%","within a few hours",TRUE,"Queen Anne","Condominium","Entire home/apt",4,1,2,"Real Bed","217.00","$1,300.00","$0.00","$43.00",4,"$15.00",2,TRUE,2020-03-15,97,FALSE,"moderate",498,2
"3053269","100%","within an hour",TRUE,"Ballard","House","Entire home/apt",12,3,5,"Real Bed","495.00","$900.00","$0.00","$0.00",1,"$0.00",30,TRUE,2020-03-15,98,TRUE,"strict_14_with_grace_period",14580,28
"3139847","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",2,1,1,"Real Bed","99.00","$1,500.00","$150.00","$95.00",2,"$0.00",2,TRUE,2020-04-07,94,FALSE,"strict_14_with_grace_period",22925,130
"3143227","100%","within an hour",TRUE,"Central Area","House","Private room",2,2.5,1,"Real Bed","52.00","$325.00","$0.00","$0.00",1,"$25.00",2,TRUE,2020-03-10,98,FALSE,"moderate",11132,165
"3146212","N/A","N/A",FALSE,"Other neighborhoods","Apartment","Entire home/apt",2,1,1,"Real Bed","85.00",NA,"$1,000.00","$100.00",1,"$15.00",60,TRUE,2020-05-07,98,FALSE,"moderate",2760,46
"3209633","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Entire home/apt",2,1,1,"Real Bed","75.00","$500.00","$100.00","$35.00",1,"$0.00",2,TRUE,2020-02-16,98,FALSE,"flexible",2925,39
"3269390","100%","within an hour",TRUE,"Queen Anne","Guesthouse","Entire home/apt",2,1,0,"Real Bed","130.00",NA,"$0.00","$70.00",1,"$0.00",3,TRUE,2020-05-15,98,TRUE,"moderate",17905,166
"3273240","100%","within an hour",TRUE,"Downtown","Loft","Entire home/apt",2,0,0,"Real Bed","142.00","$1,500.00","$1,000.00","$100.00",2,"$0.00",2,TRUE,2020-05-09,98,TRUE,"strict_14_with_grace_period",5132,30
"3303376","100%","within a few hours",TRUE,"Other neighborhoods","Apartment","Private room",2,3,1,"Real Bed","68.00","$430.00","$100.00","$20.00",1,"$15.00",2,TRUE,2020-02-06,96,FALSE,"moderate",124,2
"3308979","100%","within a day",FALSE,"Queen Anne","House","Entire home/apt",10,3.5,4,"Real Bed","900.00",NA,"$700.00","$225.00",7,"$10.00",3,TRUE,2020-01-01,98,FALSE,"moderate",66325,91
"3312406","100%","within an hour",FALSE,"Other neighborhoods","Guesthouse","Entire home/apt",4,1,0,"Real Bed","129.00","$889.00","$500.00","$60.00",4,"$30.00",2,TRUE,2020-05-31,98,TRUE,"strict_14_with_grace_period",5578,52
"3379116","100%","within an hour",TRUE,"Capitol Hill","Guesthouse","Entire home/apt",7,1,2,"Real Bed","300.00",NA,"$1,000.00","$150.00",1,"$0.00",2,TRUE,2020-05-14,98,TRUE,"flexible",15908,55
"3380159","97%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,1,"Real Bed","199.00",NA,"$300.00","$89.00",2,"$30.00",2,TRUE,2020-05-04,92,TRUE,"strict_14_with_grace_period",25954,110
"3382533","100%","within a few hours",TRUE,"Magnolia","Apartment","Entire home/apt",4,1,1,"Real Bed","199.00","$1,000.00","$0.00","$50.00",1,"$0.00",6,TRUE,2020-06-09,98,TRUE,"moderate",8557,43
"3385421","100%","within an hour",TRUE,"Downtown","Townhouse","Entire home/apt",4,2.5,2,"Real Bed","557.00","$3,100.00","$2,000.00","$400.00",1,"$0.00",30,TRUE,2020-01-04,99,FALSE,"strict_14_with_grace_period",900,2
"3405896","100%","within an hour",TRUE,"Delridge","Guesthouse","Entire home/apt",3,1,0,"Real Bed","99.00",NA,"$200.00","$35.00",2,"$15.00",3,TRUE,2020-03-27,100,FALSE,"moderate",17381,167
